record_key,source_database,year,title,authors,journal_or_venue,doi,record_type,screening_basis,is_relevant,evidence_class,empirical_method,outcome_group,database_method,corrected_by_audit,corrected_by_spot_check
SWRD:22254,SWRD,2001,The relationship between the comorbidity of depression with problems in psychosocial functioning and the severity of suicidal ideation,"NUGENT, WR; WILLIAMS, M",Social Service Review,10.1086/323164,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:124367,SWRD,2001,"The self--Yesterday, today, and tomorrow: Another look at adolescent suicide.","Carlson, Karen Townsend",Child & Adolescent Social Work Journal,,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:30649,SWRD,2001,"The Videotaped Addiction Challenge Tool: a new instrument for qualitative substance abuse assessment, treatment planning and research in therapeutic communities","Broekaert, E; Soyez, V; Vanderplasschen, W; Vandevelde, D; Bradt, R; Morival, M; Kaplan, C",International Journal of Social Welfare,10.1111/1468-2397.00163,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,False,False
SWRD:98632,SWRD,2002,"Being lesbian, gay, bisexual, and 60 or older in north america",Grossman A.H.; D’augelli A.R.; O’connell T.S.,Journal of Gerontological Social Work,10.1300/j041v13n04_05,Journal Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:79407,SWRD,2002,Elderly suicidality: Human behavior and social environment perspective,Chima F.,Journal of Human Behavior in the Social Environment,10.1300/j137v06n04_02,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:22025,SWRD,2002,Ethical issues in the social worker's role in physician-assisted suicide,"MILLER, P; Hedlund, S",Health & Social Work,10.1093/hsw/27.4.313,Letter,title_only,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:22021,SWRD,2002,Ethical issues in the social worker's role in physician-assisted suicide - Response to Miller and Hedlund,"Manetta, AA; Wells, JG",Health & Social Work,10.1093/hsw/27.4.314,Letter,title_only,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:30246,SWRD,2002,"Euthanasia: Israeli social workers' experiences, attitudes and meanings","Leichtentritt, RD",British Journal of Social Work,10.1093/bjsw/32.4.397,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,False,False
SWRD:30347,SWRD,2002,Half in love with easeful death? Social work with adolescents who harm themselves,"SMITH, M",Journal of Social Work Practice,10.1080/02650530220134764,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:98656,SWRD,2002,Homosexuality and risk for psychiatric disorders,Alexander C.,Journal of Gerontological Social Work,10.1300/j041v14n03_06,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,Quantitative,False,False
SWRD:118975,SWRD,2002,Perspectives on Wellness: Journeys on the Red Road,"Weaver, Hilary N.; Weaver, Hilary N.",The Journal of Sociology & Social Welfare,oai:scholarworks.wmich.edu:jssw-2784,fetch_failed,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:30070,SWRD,2002,Rebellion and revenge: the meaning of suicide of women in rural China,"Meng, L",International Journal of Social Welfare,10.1111/1468-2397.00239,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:79419,SWRD,2002,Social alienation in gay youth,Michael Sullivan; John S. Wodarski,Journal of Human Behavior in the Social Environment,10.1300/j137v05n01_01,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:30135,SWRD,2002,"Social work with clients contemplating suicide: Complexity and ambiguity in the clinical, ethical, and legal considerations","Mishna, F; Antle, BJ; Regehr, C",Clinical Social Work Journal,10.1023/a:1016045431637,Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:114988,SWRD,2002,Substance Abuse and Suicidal Behavior inWomen Ages 30 to 39 Years,Nancy J. Osgood; Nancy J. Osgood; Nancy J. Osgood; Ameda A. Manetta; Ameda A. Manetta; Ameda A. Manetta,Advances in Social Work,dc/136ca55e62,fetch_failed,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:125189,SWRD,2002,Suicide Attempts by Adolescent Latinas: An Exploratory Study of Individual and Family Correlates.,,Child & Adolescent Social Work Journal,,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:22146,SWRD,2002,Take some time to look inside their hearts: Hospice social workers contemplate physician assisted suicide,"Miller, PJ; Mesler, MA; Eggman, ST",Social Work in Health Care,10.1300/j010v35n03_04,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,False,False
SWRD:22137,SWRD,2002,The multidimensional adolescent assessmemt scale: A validation study,"Mathiesen, SG; Cash, SJ; HUDSON, WW",Research on Social Work Practice,10.1177/104973150201200103,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:118980,SWRD,2002,Using Reasons for Living to Connect to American Indian Healing Traditions,"Crofoot Graham, Thomas L.; Crofoot Graham, Thomas L.",The Journal of Sociology & Social Welfare,oai:scholarworks.wmich.edu:jssw-2787,fetch_failed,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:22005,SWRD,2002,Working with the risk of suicide in young people,"Briggs, S",Journal of Social Work Practice,10.1080/0265053022000033702,Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:86835,SWRD,2003,Attempting suicide and help-seeking behaviours: Using stories from young people to inform social work practice,Gair S.; Camilleri P.,Australian Social Work,10.1046/j.0312-407x.2003.00064.x,Journal Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:77113,SWRD,2003,Depression and suicide among community elderly,Ron P.,Journal of Gerontological Social Work,10.1300/j083v38n03_04,Journal Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:85662,SWRD,2003,Does ptsd differ according to gender among military veterans?,Benda B.B.; House H.,Journal of Family Social Work,10.1300/j039v07n01_02,Journal Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:29927,SWRD,2003,Does the fact that a client has failed to provide requested information predict severity of suicidal thinking?: A criterion validity study of missing client information,"NUGENT, WR; Williams-Hayes, M",Research on Social Work Practice,10.1177/1049731503013004005,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:124140,SWRD,2003,Implementing a Cognitive-Behavioral Curriculum for Adolescents with Depression in the School Setting.,"Corcoran, Jacqueline; Grossman, Connie",Children & Schools,,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:21890,SWRD,2003,National and regional differences among runaway youth using federally-funded crisis services,"Thompson, SJ; Maguin, E; Pollio, DE",Journal of Social Service Research,10.1300/j079v30n01_01,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:84947,SWRD,2003,"On-Line, Computer-Based, Interactive Simulations: Bridging Classroom and Field",Seabury B.,Journal of Technology in Human Services,10.1300/j017v22n01_04,Review,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:77111,SWRD,2003,Preventing unnecessary deaths among older adults: A call to action for social workers,Csikai E.; Manetta A.,Journal of Gerontological Social Work,10.1300/j083v38n03_06,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:29868,SWRD,2003,"Psychiatry and the control of dangerousness: On the apotropaic function of the term ""mental illness""","Szasz, T",Journal of Social Work Education,10.1080/10437797.2003.10779144,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:115912,SWRD,2003,REFLECTIONS ON THE EXPERIENCES AND NEEDS OF ADOLESCENTS WHO HAVE ATTEMPTED SUICIDE: A QUALITATIVE STUDY,Nicky Aspaslan,Social Work-Maatskaplike Werk,dc/d2d5c5d62b,fetch_failed,title_and_abstract,True,Empirical,Qualitative,Qualitative,,False,False
SWRD:30021,SWRD,2003,Responses of health and social care staff to South Asian women who attempt suicide and/or self-harm,"Batsleer, J; Chantler, K; Burman, E",Journal of Social Work Practice,10.1080/0265053032000071484,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:125171,SWRD,2003,South Asian women: exploring systemic service inequalities around attempted suicide and self-harm.,"Chantler, Khatidja; Burman, Erica; Batsleer, Janet",European Journal of Social Work,,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:84938,SWRD,2003,Team up to save lives: What your school should know about preventing youth suicide,Pahwa B.,Journal of Technology in Human Services,10.1300/j017v21n03_09,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:21850,SWRD,2003,Washington state social workers' attitudes toward voluntary euthanasia and assisted suicide,"Ogden, RD; Young, MG",Social Work in Health Care,10.1300/j010v37n02_03,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:21424,SWRD,2004,A comparison of Child-Sex-Abuse-Related and Mental-Disorder-Related suicide in a six-year cohort of regional suicides: The importance of the child protection-psychiatric interface,"PRITCHARD, C; King, E",British Journal of Social Work,10.1093/bjsw/bch021,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:76514,SWRD,2004,Adolescent preventive health and teams-games-tournaments: A research and development paradigm entering its fourth decade of research,Wodarski J.; Wodarski L.A.; Parris H.N.,Journal of Evidence-Based Social Work,10.1300/j394v01n01_06,Journal Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:21435,SWRD,2004,Depression in North Carolina social workers: Implications for practice and research,"Siebert, DC",Social Work Research,10.1093/swr/28.1.30,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:76992,SWRD,2004,"Depression, hopelessness, and suicidal ideation among the elderly: A comparison between men and women living in nursing homes and in the community",Ron P.,Journal of Gerontological Social Work,10.1300/j083v43n02_07,Journal Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:107364,SWRD,2004,"Grieving a suicide: a loved one's search for comfort, answers & hope","Gideon, Myra",Journal of Technology in Human Services,,,title_only,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:85951,SWRD,2004,"Managed mental health care, suicidal despair, and countertransference: A clinical tragedy",Mishne J.,Psychoanalytic Social Work,10.1300/j032v11n02_04,Journal Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:21273,SWRD,2004,Psychosocial treatment of youth suicide: A systematic review of the research,"Macgowan, MJ",Research on Social Work Practice,10.1177/1049731503257889,Article,title_and_abstract,True,Empirical,Review,Review,Quantitative,False,False
SWRD:79342,SWRD,2004,"Risk factors of gay, lesbian, and bisexual adolescents: Review of empirical literature and practice implications",Thompson S.; Johnston L.B.,Journal of Human Behavior in the Social Environment,10.1300/j137v08n02_07,Journal Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:106548,SWRD,2004,Role expectations of social work students.,"Acker, G.",The Journal of Baccalaureate Social Work,,,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:98473,SWRD,2004,"Self-Esteem, locus of control, and suicide risk: A comparison between clinically depressed white and African American females on an inpatient psychiatric unit",Palmer C.; Rysiew M.J.; Koob J.J.,Social Work with Groups,10.1300/j051v12n04_03,Journal Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:76750,SWRD,2004,"Social Work Practice With Gay, Lesbian, Bisexual, and Transgender Adolescents",Morrow D.F.,Families in Society,10.1606/1044-3894.246,Review,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:29554,SWRD,2004,The criterion validity of omitted client information as an indicator of suicide risk: A partial replication,"NUGENT, WR; Hicks, D; SMITH, M",Research on Social Work Practice,10.1177/1049731503262132,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:21563,SWRD,2004,Using music as a therapy tool to motivate troubled adolescents,"Keen, AW",Social Work in Health Care,10.1300/j010v39n03_09,Article; Proceedings Paper,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:29552,SWRD,2004,"Women, trauma histories, and co-occurring disorders: Assessing the scope of the problem","NEWMANN, JP; Sallmann, J",Social Service Review,10.1086/421922,Article; Proceedings Paper,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:97733,SWRD,2004,‘Given up hope of dying’: A child protection approach to deliberate self-harm in adolescents admitted to a paediatric ward,Souter A.; Kraemer S.,Research on Social Work Practice,10.1111/j.1365-2206.2004.00333.x,Journal Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SSWR:2005-U-0375,SSWR,2005,"A Sudden Decision: Variability in suicidality in multiple, single and non- suicide attempters",Tracy Kathleen Witte; Kathleen Kara Fitzpatrick; Keith Warren; Norman Bradley Schmidt,SSWR annual conference,,Unknown,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2005-U-0275,SSWR,2005,Community-Based Response to Trauma : A Three-Part Study of a Successful Program,Robert Paulson; Lenore Behar,SSWR annual conference,,Unknown,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2005-U-0229,SSWR,2005,Conversations and Reactions to the Disclosure of Parental HIV: The Voices of Parents Concerning Their School-Aged Children,Susan Letteney; Heidi LaPorte,SSWR annual conference,,Unknown,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2005-U-0268,SSWR,2005,"Demographic, Psychosocial and Clinical Characteristics of Incarcerated Adolescent Females",Jonathan L. Zelner; Michael K. Dayton; Matthew Owen Howard; Kirk A. Foster,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2005-U-0238,SSWR,2005,Gender Differences in Suicidal Adolescents' Mental Health Service Use:   Analysis of a National Survey,Stacey Freedenthal,SSWR annual conference,,Unknown,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2005-U-0222,SSWR,2005,"Gender-Specific Treatment for Substance Abusing, Incarcerated, Adolescent Girls",Amelia C. Roberts; Ray Kirk,SSWR annual conference,,Unknown,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
